ID,Video,Illusion,Timing,Gesture,Sound,Experience
1764460547563,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764460547563,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764460547563,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764460547563,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764460029030,output_with_sound_A_1_1,0,correct,drum,instrumental,Yes
1764460029030,output_with_sound_A_1_2,0,incorrect,drum,instrumental,Yes
1764460029030,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764460029030,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764460029030,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764460029030,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764460029030,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764460029030,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764458109887,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764458109887,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764458109887,output_with_sound_A_1_3,1,incorrect,drum,environment,Yes
1764458109887,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764458109887,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764458109887,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764458109887,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764458109887,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764461410535,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764461410535,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764461410535,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764461410535,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764461410535,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764461410535,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764461410535,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764461410535,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764463793255,output_with_sound_A_1_1,0,correct,drum,instrumental,No
1764463793255,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764463793255,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764463793255,output_with_sound_A_1_4,0,correct,drum,environment,No
1764463793255,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764463793255,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764463793255,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764463793255,output_with_sound_B_1_4,0,correct,slide,environment,No
1764454792049,output_with_sound_A_1_1,0,correct,drum,instrumental,Yes
1764454792049,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764454792049,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764454792049,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764454792049,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764454792049,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764454792049,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764454792049,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764469238301,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764469238301,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764469238301,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764469238301,output_with_sound_A_1_4,1,correct,drum,environment,No
1764469238301,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764469238301,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764469238301,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764469238301,output_with_sound_B_1_4,1,correct,slide,environment,No
1764471927030,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764471927030,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764471927030,output_with_sound_A_1_3,1,incorrect,drum,environment,Yes
1764471927030,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764471927030,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764471927030,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764471927030,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764471927030,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764464522351,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764464522351,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764464522351,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764464522351,output_with_sound_A_1_4,1,correct,drum,environment,No
1764464522351,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764464522351,output_with_sound_B_1_2,1,incorrect,slide,environment,No
1764464522351,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764464522351,output_with_sound_B_1_4,1,correct,slide,environment,No
1764466893656,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764466893656,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764466893656,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764466893656,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764466893656,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764466893656,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764466893656,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764466893656,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764449840466,output_with_sound_A_1_1,0,correct,drum,instrumental,No
1764449840466,output_with_sound_A_1_2,0,incorrect,drum,instrumental,No
1764449840466,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764449840466,output_with_sound_A_1_4,0,correct,drum,environment,No
1764449840466,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764449840466,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764449840466,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764449840466,output_with_sound_B_1_4,0,correct,slide,environment,No
1764465920569,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764465920569,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764465920569,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764465920569,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764465920569,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764465920569,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764465920569,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764465920569,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764470069410,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764470069410,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764470069410,output_with_sound_A_1_3,1,incorrect,drum,environment,Yes
1764470069410,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764470069410,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764470069410,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764470069410,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764470069410,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764465855257,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764465855257,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764465855257,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764465855257,output_with_sound_A_1_4,0,correct,drum,environment,No
1764465855257,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764465855257,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764465855257,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764465855257,output_with_sound_B_1_4,0,correct,slide,environment,No
1764460130501,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764460130501,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764460130501,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764460130501,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764460130501,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764460130501,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764460130501,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764460130501,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764449799534,output_with_sound_A_1_1,0,correct,drum,instrumental,Yes
1764449799534,output_with_sound_A_1_2,0,incorrect,drum,instrumental,Yes
1764449799534,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764449799534,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764449799534,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764449799534,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764449799534,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764449799534,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764472360328,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764472360328,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764472360328,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764472360328,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764472360328,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764472360328,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764472360328,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764472360328,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764451374671,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764451374671,output_with_sound_A_1_2,0,incorrect,drum,instrumental,Yes
1764451374671,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764451374671,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764451374671,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764451374671,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764451374671,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764451374671,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764463651702,output_with_sound_A_1_1,0,correct,drum,instrumental,Yes
1764463651702,output_with_sound_A_1_2,0,incorrect,drum,instrumental,Yes
1764463651702,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764463651702,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764463651702,output_with_sound_B_1_1,0,correct,slide,instrumental,Yes
1764463651702,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764463651702,output_with_sound_B_1_3,0,incorrect,slide,instrumental,Yes
1764463651702,output_with_sound_B_1_4,0,correct,slide,environment,Yes
1764470192216,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764470192216,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764470192216,output_with_sound_A_1_3,1,incorrect,drum,environment,Yes
1764470192216,output_with_sound_A_1_4,1,correct,drum,environment,Yes
1764470192216,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764470192216,output_with_sound_B_1_2,1,incorrect,slide,environment,Yes
1764470192216,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764470192216,output_with_sound_B_1_4,1,correct,slide,environment,Yes
1764472024365,output_with_sound_A_1_1,1,correct,drum,instrumental,No
1764472024365,output_with_sound_A_1_2,1,incorrect,drum,instrumental,No
1764472024365,output_with_sound_A_1_3,0,incorrect,drum,environment,No
1764472024365,output_with_sound_A_1_4,0,correct,drum,environment,No
1764472024365,output_with_sound_B_1_1,1,correct,slide,instrumental,No
1764472024365,output_with_sound_B_1_2,0,incorrect,slide,environment,No
1764472024365,output_with_sound_B_1_3,1,incorrect,slide,instrumental,No
1764472024365,output_with_sound_B_1_4,0,correct,slide,environment,No
1764455059698,output_with_sound_A_1_1,1,correct,drum,instrumental,Yes
1764455059698,output_with_sound_A_1_2,1,incorrect,drum,instrumental,Yes
1764455059698,output_with_sound_A_1_3,0,incorrect,drum,environment,Yes
1764455059698,output_with_sound_A_1_4,0,correct,drum,environment,Yes
1764455059698,output_with_sound_B_1_1,1,correct,slide,instrumental,Yes
1764455059698,output_with_sound_B_1_2,0,incorrect,slide,environment,Yes
1764455059698,output_with_sound_B_1_3,1,incorrect,slide,instrumental,Yes
1764455059698,output_with_sound_B_1_4,0,correct,slide,environment,Yes
